# Single SKU Max Power Table (unit is 1 dBm)                                                       
# 2.4G Channel CCK    OFDM        VHT20          VHT40          TxStreamCapability_Delta   TxSpatialStream_Delta                   
Band: 2.4G CCK_1M CCK_2M CCK_5.5M CCK_11M OFDM_6M OFDM_9M OFDM_12M OFDM_18M OFDM_24M OFDM_36M OFDM_48M OFDM_54M VHT20_MCS0 VHT20_MCS1 VHT20_MCS2 VHT20_MCS3 VHT20_MCS4 VHT20_MCS5 VHT20_MCS6 VHT20_MCS7 VHT20_MCS8 VHT20_MCS9 VHT40_MCS0 VHT40_MCS1 VHT40_MCS2 VHT40_MCS3 VHT40_MCS4 VHT40_MCS5 VHT40_MCS6 VHT40_MCS7 VHT40_MCS8 VHT40_MCS9 Txstream_3T Txstream_2T Txstream_1T Txstream_1SS Txstream_2SS Txstream_3SS Txstream_4SS                
Ch1 21  20  16  16  15  15 15 17 17  17  17  17 15 15 15 15  15  15  15 15 15 0 0 0 0 0 0 0                
Ch2 22  21  21  21  20  18 18 21 21  21  19  17 16 16 15 15  15  15  15 15 15 0 0 0 0 0 0 0                
Ch3 22  21  21  21  20  18 18 21 21  21  19  17 16 16 15 15  15  15  15 15 15 0 0 0 0 0 0 0                
Ch4 22  21  21  21  20  18 18 21 21  21  19  17 16 16 16 17  17  17  17 16 16 0 0 0 0 0 0 0                
Ch5 22  21  21  21  20  18 18 21 21  21  19  17 16 16 16 17  17  17  17 16 16 0 0 0 0 0 0 0                
Ch6 22  21  21  21  20  18 18 21 21  21  19  17 16 16 16 17  17  17  17 16 16 0 0 0 0 0 0 0                
Ch7 22  21  21  21  20  18 18 21 21  21  19  17 16 16 16 17  17  17  17 16 16 0 0 0 0 0 0 0                
Ch8 22  21  21  21  20  18 18 21 21  21  19  17 16 16 16 17  17  17  17 16 16 0 0 0 0 0 0 0                
Ch9 22  21  21  21  20  18 18 21 21  21  19  17 16 16 16 16  16  15  15 15 15 0 0 0 0 0 0 0                
Ch10 22  21  21  21  20  18 18 21 21  21  19  17 16 16 16 16  16  15  15 15 15 0 0 0 0 0 0 0                
Ch11 20  20  20  16  15  15 15 17 17  17  17  17 16 16 16 16  16  15  15 15 15 0 0 0 0 0 0 0                
Ch12 20  20  20  16  15  15 15 17 17  17  17  17 16 16 16 16  16  15  15 15 15 0 0 0 0 0 0 0                
Ch13 20  20  20  16  15  15 15 17 17  17  17  17 16 16 16 16  16  15  15 15 15 0 0 0 0 0 0 0                
Ch14 20  20  20  16  15  15 15 17 17  17  17  17 16 16 16 16  16  15  15 15 15 0 0 0 0 0 0 0                
                                                       
# 5G Channel OFDM        VHT20          VHT40          VHT80          VHT160          Txstream_Delta   TxSpatialStream_Delta   
Band: 5G OFDM_6M OFDM_9M OFDM_12M OFDM_18M OFDM_24M OFDM_36M OFDM_48M OFDM_54M VHT20_MCS0 VHT20_MCS1 VHT20_MCS2 VHT20_MCS3 VHT20_MCS4 VHT20_MCS5 VHT20_MCS6 VHT20_MCS7 VHT20_MCS8 VHT20_MCS9 VHT40_MCS0 VHT40_MCS1 VHT40_MCS2 VHT40_MCS3 VHT40_MCS4 VHT40_MCS5 VHT40_MCS6 VHT40_MCS7 VHT40_MCS8 VHT40_MCS9 VHT80_MCS0 VHT80_MCS1 VHT80_MCS2 VHT80_MCS3 VHT80_MCS4 VHT80_MCS5 VHT80_MCS6 VHT80_MCS7 VHT80_MCS8 VHT80_MCS9 VHT160_MCS0 VHT160_MCS1 VHT160_MCS2 VHT160_MCS3 VHT160_MCS4 VHT160_MCS5 VHT160_MCS6 VHT160_MCS7 VHT160_MCS8 VHT160_MCS9 Txstream_3T Txstream_2T Txstream_1T Txstream_1SS Txstream_2SS Txstream_3SS Txstream_4SS
Ch184 12  12  12  12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch188 12  12  12  12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch192 12  12  12  12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch196 12  12  12  12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch8 12  12  12  12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch12 12  12  12  12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch16 12  12  12  12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 12 12  12  12  12 12 12 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch36 20  20  20  19 18 20 20  20  20  18 18 18 12 12  12  12  12 12 12 12 12  12  12  12 12 12 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch38 20  20  20  19 18 20 20  20  20  18 18 18 18 18  18  18  18 18 18 16 16  16  12  12 12 12 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch40 20  20  20  19 18 20 20  20  20  18 18 18 20 20  20  20  18 18 18 16 16  16  12  12 12 12 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch42 20  20  20  19 18 20 20  20  20  18 18 18 20 20  20  20  18 18 18 16 16  16  12  12 12 12 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch44 20  20  20  19 18 20 20  20  20  18 18 18 20 20  20  20  18 18 18 16 16  16  12  12 12 12 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch48 20  20  20  19 18 20 20  20  20  18 18 18 21 20  20  20  18 18 18 16 16  16  12  12 12 12 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch52 20  20  20  19 18 20 20  20  20  18 18 18 21 22  22  22  18 18 18 16 16  16  12  12 12 12 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch56 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 16 16  16  12  12 12 12 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch60 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 16 16  16  12  12 12 12 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch64 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 16 16  16  12  12 12 12 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch68 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch72 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch76 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch80 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch84 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch88 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch92 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch96 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch100 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch104 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch108 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch112 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch116 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch120 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch124 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch128 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch132 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch136 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch140 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch144 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch149 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch153 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch155 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch157 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch159 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch161 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch165 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
Ch169 22  22  22  19 18 22 22  22  21  18 18 18 22 22  22  22  18 18 18 22 22  22  20  18 18 18 18 18  18  18  18 18 18 0 0 0 0 0 0 0
